name,dataset,version,country,x,y,fld_prop,nonfld_prop,null_prop,window_a,window_b,mask,split
ZM1829067,mappingafrica,v1.3.0,ZM,28.5965,-15.0475,0.0,1.0,0,,./finetune_mappingafrica_256/mappingafrica-256/images/ZM1829067_2021-08.tif,./finetune_mappingafrica_256/mappingafrica-256/labels/ZM1829067_904819_2021-08.tif,test
ZM1841419,mappingafrica,v1.3.0,ZM,24.5315,-15.0875,0.044981665,0.9550183354591836,0,,./finetune_mappingafrica_256/mappingafrica-256/images/ZM1841419_2021-08.tif,./finetune_mappingafrica_256/mappingafrica-256/labels/ZM1841419_904823_2021-08.tif,test
ZM1858604,mappingafrica,v1.3.0,ZM,28.1415,-15.1375,0.224250638,0.775749362,0,,./finetune_mappingafrica_256/mappingafrica-256/images/ZM1858604_2021-08.tif,./finetune_mappingafrica_256/mappingafrica-256/labels/ZM1858604_904829_2021-08.tif,test
ZM1888408,mappingafrica,v1.3.0,ZM,28.5565,-15.2275,0.007912149,0.992087851,0,,./finetune_mappingafrica_256/mappingafrica-256/images/ZM1888408_2021-08.tif,./finetune_mappingafrica_256/mappingafrica-256/labels/ZM1888408_904840_2021-08.tif,test
ZM1911527,mappingafrica,v1.3.0,ZM,27.9465,-15.2975,0.9290098852040816,0.070990115,0,,./finetune_mappingafrica_256/mappingafrica-256/images/ZM1911527_2021-08.tif,./finetune_mappingafrica_256/mappingafrica-256/labels/ZM1911527_904847_2021-08.tif,test
ZM1921657,mappingafrica,v1.3.0,ZM,28.4715,-15.3275,0.0,1.0,0,,./finetune_mappingafrica_256/mappingafrica-256/images/ZM1921657_2021-08.tif,./finetune_mappingafrica_256/mappingafrica-256/labels/ZM1921657_904853_2021-08.tif,test
ZM1933346,mappingafrica,v1.3.0,ZM,28.2715,-15.3625,0.0,1.0,0,,./finetune_mappingafrica_256/mappingafrica-256/images/ZM1933346_2021-08.tif,./finetune_mappingafrica_256/mappingafrica-256/labels/ZM1933346_904864_2021-08.tif,test
ZM1935028,mappingafrica,v1.3.0,ZM,28.2965,-15.3675,0.0,1.0,0,,./finetune_mappingafrica_256/mappingafrica-256/images/ZM1935028_2021-08.tif,./finetune_mappingafrica_256/mappingafrica-256/labels/ZM1935028_904865_2021-08.tif,test
ZM1975354,mappingafrica,v1.3.0,ZM,28.5065,-15.4875,0.1591198979591837,0.8408801020408163,0,,./finetune_mappingafrica_256/mappingafrica-256/images/ZM1975354_2021-08.tif,./finetune_mappingafrica_256/mappingafrica-256/labels/ZM1975354_904880_2021-08.tif,test
ZM1986959,mappingafrica,v1.3.0,ZM,27.7915,-15.5225,0.0,1.0,0,,./finetune_mappingafrica_256/mappingafrica-256/images/ZM1986959_2021-08.tif,./finetune_mappingafrica_256/mappingafrica-256/labels/ZM1986959_904886_2021-08.tif,test
ZM2011173,mappingafrica,v1.3.0,ZM,23.1015,-15.5975,0.127391582,0.872608418,0,,./finetune_mappingafrica_256/mappingafrica-256/images/ZM2011173_2021-08.tif,./finetune_mappingafrica_256/mappingafrica-256/labels/ZM2011173_904904_2021-08.tif,test
ZM2033581,mappingafrica,v1.3.0,ZM,23.2815,-15.6675,0.0,1.0,0,,./finetune_mappingafrica_256/mappingafrica-256/images/ZM2033581_2021-08.tif,./finetune_mappingafrica_256/mappingafrica-256/labels/ZM2033581_904909_2021-08.tif,test
ZM2079799,mappingafrica,v1.3.0,ZM,27.9765,-15.8225,0.7476283482142857,0.2523716517857143,0,,./finetune_mappingafrica_256/mappingafrica-256/images/ZM2079799_2021-08.tif,./finetune_mappingafrica_256/mappingafrica-256/labels/ZM2079799_904928_2021-08.tif,test
ZM2096868,mappingafrica,v1.3.0,ZM,28.0715,-15.8825,0.0,1.0,0,,./finetune_mappingafrica_256/mappingafrica-256/images/ZM2096868_2021-08.tif,./finetune_mappingafrica_256/mappingafrica-256/labels/ZM2096868_904937_2021-08.tif,test
ZM2117591,mappingafrica,v1.3.0,ZM,26.5215,-15.9575,0.6528419961734694,0.3471580038265306,0,,./finetune_mappingafrica_256/mappingafrica-256/images/ZM2117591_2021-08.tif,./finetune_mappingafrica_256/mappingafrica-256/labels/ZM2117591_904947_2021-08.tif,test
ZM2131550,mappingafrica,v1.3.0,ZM,27.3965,-16.0075,0.6568080357142857,0.3431919642857143,0,,./finetune_mappingafrica_256/mappingafrica-256/images/ZM2131550_2021-08.tif,./finetune_mappingafrica_256/mappingafrica-256/labels/ZM2131550_904952_2021-08.tif,test
ZM2137844,mappingafrica,v1.3.0,ZM,24.5065,-16.0325,0.2621771364795918,0.7378228635204083,0,,./finetune_mappingafrica_256/mappingafrica-256/images/ZM2137844_2021-08.tif,./finetune_mappingafrica_256/mappingafrica-256/labels/ZM2137844_904955_2021-08.tif,test
ZM2139930,mappingafrica,v1.3.0,ZM,28.0765,-16.0375,0.952865912,0.047134088,0,,./finetune_mappingafrica_256/mappingafrica-256/images/ZM2139930_2021-08.tif,./finetune_mappingafrica_256/mappingafrica-256/labels/ZM2139930_904957_2021-08.tif,test
ZM2145201,mappingafrica,v1.3.0,ZM,27.0365,-16.0575,0.2023278061224489,0.7976721938775511,0,,./finetune_mappingafrica_256/mappingafrica-256/images/ZM2145201_2021-08.tif,./finetune_mappingafrica_256/mappingafrica-256/labels/ZM2145201_904962_2021-08.tif,test
ZM2160265,mappingafrica,v1.3.0,ZM,27.0315,-16.1125,0.3362563775510204,0.6637436224489797,0,,./finetune_mappingafrica_256/mappingafrica-256/images/ZM2160265_2021-08.tif,./finetune_mappingafrica_256/mappingafrica-256/labels/ZM2160265_904978_2021-08.tif,test
ZM2169968,mappingafrica,v1.3.0,ZM,27.5515,-16.1475,0.0,1.0,0,,./finetune_mappingafrica_256/mappingafrica-256/images/ZM2169968_2021-08.tif,./finetune_mappingafrica_256/mappingafrica-256/labels/ZM2169968_904988_2021-08.tif,test
ZM2187890,mappingafrica,v1.3.0,ZM,28.2415,-16.2125,0.590202487,0.409797513,0,,./finetune_mappingafrica_256/mappingafrica-256/images/ZM2187890_2021-08.tif,./finetune_mappingafrica_256/mappingafrica-256/labels/ZM2187890_904999_2021-08.tif,test
ZM2211915,mappingafrica,v1.3.0,ZM,26.1565,-16.3025,0.4025829081632653,0.5974170918367347,0,,./finetune_mappingafrica_256/mappingafrica-256/images/ZM2211915_2021-08.tif,./finetune_mappingafrica_256/mappingafrica-256/labels/ZM2211915_905023_2021-08.tif,test
ZM2213703,mappingafrica,v1.3.0,ZM,28.3465,-16.3075,0.05462771,0.9453722895408164,0,,./finetune_mappingafrica_256/mappingafrica-256/images/ZM2213703_2021-08.tif,./finetune_mappingafrica_256/mappingafrica-256/labels/ZM2213703_905025_2021-08.tif,test
ZM2219002,mappingafrica,v1.3.0,ZM,27.9015,-16.3275,0.1057876275510204,0.8942123724489796,0,,./finetune_mappingafrica_256/mappingafrica-256/images/ZM2219002_2021-08.tif,./finetune_mappingafrica_256/mappingafrica-256/labels/ZM2219002_905031_2021-08.tif,test
ZM2220204,mappingafrica,v1.3.0,ZM,27.1815,-16.3325,0.7087252869897959,0.2912747130102041,0,,./finetune_mappingafrica_256/mappingafrica-256/images/ZM2220204_2021-08.tif,./finetune_mappingafrica_256/mappingafrica-256/labels/ZM2220204_905033_2021-08.tif,test
ZM2236432,mappingafrica,v1.3.0,ZM,27.5915,-16.3925,0.2677774234693877,0.7322225765306123,0,,./finetune_mappingafrica_256/mappingafrica-256/images/ZM2236432_2021-08.tif,./finetune_mappingafrica_256/mappingafrica-256/labels/ZM2236432_905046_2021-08.tif,test
ZM2264538,mappingafrica,v1.3.0,ZM,27.5365,-16.4975,0.5413145727040817,0.4586854272959183,0,,./finetune_mappingafrica_256/mappingafrica-256/images/ZM2264538_2021-08.tif,./finetune_mappingafrica_256/mappingafrica-256/labels/ZM2264538_905071_2021-08.tif,test
ZM2267070,mappingafrica,v1.3.0,ZM,26.8765,-16.5075,0.052495217,0.9475047831632654,0,,./finetune_mappingafrica_256/mappingafrica-256/images/ZM2267070_2021-08.tif,./finetune_mappingafrica_256/mappingafrica-256/labels/ZM2267070_905072_2021-08.tif,test
ZM2275008,mappingafrica,v1.3.0,ZM,26.9565,-16.5375,0.3662906568877551,0.6337093431122449,0,,./finetune_mappingafrica_256/mappingafrica-256/images/ZM2275008_2021-08.tif,./finetune_mappingafrica_256/mappingafrica-256/labels/ZM2275008_905077_2021-08.tif,test
ZM2288316,mappingafrica,v1.3.0,ZM,22.4915,-16.5925,0.2371651785714285,0.7628348214285715,0,,./finetune_mappingafrica_256/mappingafrica-256/images/ZM2288316_2021-08.tif,./finetune_mappingafrica_256/mappingafrica-256/labels/ZM2288316_905095_2021-08.tif,test
ZM2293344,mappingafrica,v1.3.0,ZM,22.4615,-16.6125,0.0,1.0,0,,./finetune_mappingafrica_256/mappingafrica-256/images/ZM2293344_2021-08.tif,./finetune_mappingafrica_256/mappingafrica-256/labels/ZM2293344_905101_2021-08.tif,test
ZM2295370,mappingafrica,v1.3.0,ZM,26.3365,-16.6175,0.5789221938775511,0.4210778061224489,0,,./finetune_mappingafrica_256/mappingafrica-256/images/ZM2295370_2021-08.tif,./finetune_mappingafrica_256/mappingafrica-256/labels/ZM2295370_905109_2021-08.tif,test
ZM2295847,mappingafrica,v1.3.0,ZM,22.4865,-16.6225,0.153579401,0.846420599,0,,./finetune_mappingafrica_256/mappingafrica-256/images/ZM2295847_2021-08.tif,./finetune_mappingafrica_256/mappingafrica-256/labels/ZM2295847_905111_2021-08.tif,test
ZM2304141,mappingafrica,v1.3.0,ZM,26.9865,-16.6525,0.0,1.0,0,,./finetune_mappingafrica_256/mappingafrica-256/images/ZM2304141_2021-08.tif,./finetune_mappingafrica_256/mappingafrica-256/labels/ZM2304141_905121_2021-08.tif,test
ZM2304231,mappingafrica,v1.3.0,ZM,27.4365,-16.6525,0.099410077,0.9005899234693878,0,,./finetune_mappingafrica_256/mappingafrica-256/images/ZM2304231_2021-08.tif,./finetune_mappingafrica_256/mappingafrica-256/labels/ZM2304231_905122_2021-08.tif,test
ZM2305901,mappingafrica,v1.3.0,ZM,23.5965,-16.6625,0.2997249681122449,0.7002750318877551,0,,./finetune_mappingafrica_256/mappingafrica-256/images/ZM2305901_2021-08.tif,./finetune_mappingafrica_256/mappingafrica-256/labels/ZM2305901_905123_2021-08.tif,test
ZM2310085,mappingafrica,v1.3.0,ZM,26.3615,-16.6775,0.5170200892857143,0.4829799107142857,0,,./finetune_mappingafrica_256/mappingafrica-256/images/ZM2310085_2021-08.tif,./finetune_mappingafrica_256/mappingafrica-256/labels/ZM2310085_905125_2021-08.tif,test
ZM2310176,mappingafrica,v1.3.0,ZM,26.8165,-16.6775,0.3814971301020408,0.6185028698979592,0,,./finetune_mappingafrica_256/mappingafrica-256/images/ZM2310176_2021-08.tif,./finetune_mappingafrica_256/mappingafrica-256/labels/ZM2310176_905127_2021-08.tif,test
ZM2311332,mappingafrica,v1.3.0,ZM,26.5815,-16.6825,0.6548150510204082,0.3451849489795918,0,,./finetune_mappingafrica_256/mappingafrica-256/images/ZM2311332_2021-08.tif,./finetune_mappingafrica_256/mappingafrica-256/labels/ZM2311332_905129_2021-08.tif,test
ZM0010673,mappingafrica,v1.3.0,ZM,29.4465,-8.4775,0.1210140306122449,0.8789859693877551,0,,./finetune_mappingafrica_256/mappingafrica-256/images/ZM0010673_2021-08.tif,./finetune_mappingafrica_256/mappingafrica-256/labels/ZM0010673_904414_2021-08.tif,train
ZM0020455,mappingafrica,v1.3.0,ZM,31.2215,-8.5925,0.0,1.0,0,,./finetune_mappingafrica_256/mappingafrica-256/images/ZM0020455_2021-08.tif,./finetune_mappingafrica_256/mappingafrica-256/labels/ZM0020455_904415_2021-08.tif,train
ZM0039833,mappingafrica,v1.3.0,ZM,29.1265,-8.7875,0.2808115433673469,0.7191884566326531,0,,./finetune_mappingafrica_256/mappingafrica-256/images/ZM0039833_2021-08.tif,./finetune_mappingafrica_256/mappingafrica-256/labels/ZM0039833_904419_2021-08.tif,train
ZM0049224,mappingafrica,v1.3.0,ZM,29.6965,-8.8725,0.5183753188775511,0.4816246811224489,0,,./finetune_mappingafrica_256/mappingafrica-256/images/ZM0049224_2021-08.tif,./finetune_mappingafrica_256/mappingafrica-256/labels/ZM0049224_904421_2021-08.tif,train
ZM0059545,mappingafrica,v1.3.0,ZM,29.6665,-8.9575,0.0,1.0,0,,./finetune_mappingafrica_256/mappingafrica-256/images/ZM0059545_2021-08.tif,./finetune_mappingafrica_256/mappingafrica-256/labels/ZM0059545_904424_2021-08.tif,train
ZM0068195,mappingafrica,v1.3.0,ZM,31.2465,-9.0225,0.1306202168367347,0.8693797831632653,0,,./finetune_mappingafrica_256/mappingafrica-256/images/ZM0068195_2021-08.tif,./finetune_mappingafrica_256/mappingafrica-256/labels/ZM0068195_904426_2021-08.tif,train
ZM0076978,mappingafrica,v1.3.0,ZM,31.0615,-9.0875,0.021603954,0.9783960459183674,0,,./finetune_mappingafrica_256/mappingafrica-256/images/ZM0076978_2021-08.tif,./finetune_mappingafrica_256/mappingafrica-256/labels/ZM0076978_904427_2021-08.tif,train
ZM0080034,mappingafrica,v1.3.0,ZM,31.8965,-9.1075,0.7316446109693877,0.2683553890306123,0,,./finetune_mappingafrica_256/mappingafrica-256/images/ZM0080034_2021-08.tif,./finetune_mappingafrica_256/mappingafrica-256/labels/ZM0080034_904428_2021-08.tif,train
ZM0083246,mappingafrica,v1.3.0,ZM,29.3515,-9.1325,0.1474808673469387,0.8525191326530613,0,,./finetune_mappingafrica_256/mappingafrica-256/images/ZM0083246_2021-08.tif,./finetune_mappingafrica_256/mappingafrica-256/labels/ZM0083246_904430_2021-08.tif,train
ZM0084531,mappingafrica,v1.3.0,ZM,31.8415,-9.1375,0.4808474170918367,0.5191525829081634,0,,./finetune_mappingafrica_256/mappingafrica-256/images/ZM0084531_2021-08.tif,./finetune_mappingafrica_256/mappingafrica-256/labels/ZM0084531_904431_2021-08.tif,train
ZM0094867,mappingafrica,v1.3.0,ZM,31.2915,-9.2025,0.099988042,0.9000119579081634,0,,./finetune_mappingafrica_256/mappingafrica-256/images/ZM0094867_2021-08.tif,./finetune_mappingafrica_256/mappingafrica-256/labels/ZM0094867_904432_2021-08.tif,train
ZM0103206,mappingafrica,v1.3.0,ZM,31.7215,-9.2525,0.3506058673469387,0.6493941326530612,0,,./finetune_mappingafrica_256/mappingafrica-256/images/ZM0103206_2021-08.tif,./finetune_mappingafrica_256/mappingafrica-256/labels/ZM0103206_904433_2021-08.tif,train
ZM0117074,mappingafrica,v1.3.0,ZM,31.2165,-9.3325,0.3052455357142857,0.6947544642857143,0,,./finetune_mappingafrica_256/mappingafrica-256/images/ZM0117074_2021-08.tif,./finetune_mappingafrica_256/mappingafrica-256/labels/ZM0117074_904435_2021-08.tif,train
ZM0118244,mappingafrica,v1.3.0,ZM,32.6165,-9.3375,0.1985212053571428,0.8014787946428572,0,,./finetune_mappingafrica_256/mappingafrica-256/images/ZM0118244_2021-08.tif,./finetune_mappingafrica_256/mappingafrica-256/labels/ZM0118244_904436_2021-08.tif,train
ZM0119902,mappingafrica,v1.3.0,ZM,32.0015,-9.3475,0.3169842155612244,0.6830157844387756,0,,./finetune_mappingafrica_256/mappingafrica-256/images/ZM0119902_2021-08.tif,./finetune_mappingafrica_256/mappingafrica-256/labels/ZM0119902_904437_2021-08.tif,train
ZM0133230,mappingafrica,v1.3.0,ZM,31.3215,-9.4225,0.03390067,0.9660993303571428,0,,./finetune_mappingafrica_256/mappingafrica-256/images/ZM0133230_2021-08.tif,./finetune_mappingafrica_256/mappingafrica-256/labels/ZM0133230_904439_2021-08.tif,train
ZM0144442,mappingafrica,v1.3.0,ZM,29.8915,-9.4875,0.079659598,0.9203404017857144,0,,./finetune_mappingafrica_256/mappingafrica-256/images/ZM0144442_2021-08.tif,./finetune_mappingafrica_256/mappingafrica-256/labels/ZM0144442_904441_2021-08.tif,train
ZM0157588,mappingafrica,v1.3.0,ZM,28.8715,-9.5625,0.1732302295918367,0.8267697704081634,0,,./finetune_mappingafrica_256/mappingafrica-256/images/ZM0157588_2021-08.tif,./finetune_mappingafrica_256/mappingafrica-256/labels/ZM0157588_904442_2021-08.tif,train
ZM0167301,mappingafrica,v1.3.0,ZM,28.7565,-9.6175,0.077507175,0.922492825,0,,./finetune_mappingafrica_256/mappingafrica-256/images/ZM0167301_2021-08.tif,./finetune_mappingafrica_256/mappingafrica-256/labels/ZM0167301_904443_2021-08.tif,train
ZM0177183,mappingafrica,v1.3.0,ZM,32.7315,-9.6675,0.2937260841836734,0.7062739158163266,0,,./finetune_mappingafrica_256/mappingafrica-256/images/ZM0177183_2021-08.tif,./finetune_mappingafrica_256/mappingafrica-256/labels/ZM0177183_904444_2021-08.tif,train
ZM0182256,mappingafrica,v1.3.0,ZM,30.5165,-9.6975,0.0,1.0,0,,./finetune_mappingafrica_256/mappingafrica-256/images/ZM0182256_2021-08.tif,./finetune_mappingafrica_256/mappingafrica-256/labels/ZM0182256_904445_2021-08.tif,train
ZM0188424,mappingafrica,v1.3.0,ZM,29.0865,-9.7325,0.081931601,0.918068399,0,,./finetune_mappingafrica_256/mappingafrica-256/images/ZM0188424_2021-08.tif,./finetune_mappingafrica_256/mappingafrica-256/labels/ZM0188424_904447_2021-08.tif,train
ZM0190221,mappingafrica,v1.3.0,ZM,28.8315,-9.7425,0.04946588,0.9505341198979592,0,,./finetune_mappingafrica_256/mappingafrica-256/images/ZM0190221_2021-08.tif,./finetune_mappingafrica_256/mappingafrica-256/labels/ZM0190221_904448_2021-08.tif,train
ZM0191753,mappingafrica,v1.3.0,ZM,31.8665,-9.7475,0.1626674107142857,0.8373325892857143,0,,./finetune_mappingafrica_256/mappingafrica-256/images/ZM0191753_2021-08.tif,./finetune_mappingafrica_256/mappingafrica-256/labels/ZM0191753_904449_2021-08.tif,train
ZM0192859,mappingafrica,v1.3.0,ZM,32.7765,-9.7525,0.002012915,0.9979870854591836,0,,./finetune_mappingafrica_256/mappingafrica-256/images/ZM0192859_2021-08.tif,./finetune_mappingafrica_256/mappingafrica-256/labels/ZM0192859_904451_2021-08.tif,train
ZM0194444,mappingafrica,v1.3.0,ZM,31.4965,-9.7625,0.2616589604591837,0.7383410395408163,0,,./finetune_mappingafrica_256/mappingafrica-256/images/ZM0194444_2021-08.tif,./finetune_mappingafrica_256/mappingafrica-256/labels/ZM0194444_904452_2021-08.tif,train
ZM0198581,mappingafrica,v1.3.0,ZM,29.1615,-9.7875,0.023995536,0.9760044642857144,0,,./finetune_mappingafrica_256/mappingafrica-256/images/ZM0198581_2021-08.tif,./finetune_mappingafrica_256/mappingafrica-256/labels/ZM0198581_904454_2021-08.tif,train
ZM0205011,mappingafrica,v1.3.0,ZM,29.0265,-9.8225,0.040497449,0.9595025510204082,0,,./finetune_mappingafrica_256/mappingafrica-256/images/ZM0205011_2021-08.tif,./finetune_mappingafrica_256/mappingafrica-256/labels/ZM0205011_904458_2021-08.tif,train
ZM0211675,mappingafrica,v1.3.0,ZM,29.5115,-9.8575,0.1161910076530612,0.8838089923469388,0,,./finetune_mappingafrica_256/mappingafrica-256/images/ZM0211675_2021-08.tif,./finetune_mappingafrica_256/mappingafrica-256/labels/ZM0211675_904459_2021-08.tif,train
ZM0235243,mappingafrica,v1.3.0,ZM,29.1415,-9.9825,0.051618304,0.9483816964285716,0,,./finetune_mappingafrica_256/mappingafrica-256/images/ZM0235243_2021-08.tif,./finetune_mappingafrica_256/mappingafrica-256/labels/ZM0235243_904462_2021-08.tif,train
ZM0239580,mappingafrica,v1.3.0,ZM,31.9765,-10.0025,0.015445631,0.984554369,0,,./finetune_mappingafrica_256/mappingafrica-256/images/ZM0239580_2021-08.tif,./finetune_mappingafrica_256/mappingafrica-256/labels/ZM0239580_904463_2021-08.tif,train
ZM0244653,mappingafrica,v1.3.0,ZM,29.1365,-10.0325,0.277523119,0.7224768813775511,0,,./finetune_mappingafrica_256/mappingafrica-256/images/ZM0244653_2021-08.tif,./finetune_mappingafrica_256/mappingafrica-256/labels/ZM0244653_904465_2021-08.tif,train
ZM0258355,mappingafrica,v1.3.0,ZM,31.7465,-10.1025,0.079998406,0.9200015943877552,0,,./finetune_mappingafrica_256/mappingafrica-256/images/ZM0258355_2021-08.tif,./finetune_mappingafrica_256/mappingafrica-256/labels/ZM0258355_904467_2021-08.tif,train
ZM0258466,mappingafrica,v1.3.0,ZM,32.3015,-10.1025,0.1617705676020408,0.8382294323979592,0,,./finetune_mappingafrica_256/mappingafrica-256/images/ZM0258466_2021-08.tif,./finetune_mappingafrica_256/mappingafrica-256/labels/ZM0258466_904468_2021-08.tif,train
ZM0272381,mappingafrica,v1.3.0,ZM,29.6565,-10.1775,0.018514828,0.9814851721938777,0,,./finetune_mappingafrica_256/mappingafrica-256/images/ZM0272381_2021-08.tif,./finetune_mappingafrica_256/mappingafrica-256/labels/ZM0272381_904470_2021-08.tif,train
ZM0293491,mappingafrica,v1.3.0,ZM,31.1865,-10.2825,0.2726801658163265,0.7273198341836735,0,,./finetune_mappingafrica_256/mappingafrica-256/images/ZM0293491_2021-08.tif,./finetune_mappingafrica_256/mappingafrica-256/labels/ZM0293491_904471_2021-08.tif,train
ZM0294573,mappingafrica,v1.3.0,ZM,31.6565,-10.2875,0.03128986,0.9687101403061223,0,,./finetune_mappingafrica_256/mappingafrica-256/images/ZM0294573_2021-08.tif,./finetune_mappingafrica_256/mappingafrica-256/labels/ZM0294573_904472_2021-08.tif,train
ZM0296589,mappingafrica,v1.3.0,ZM,31.8765,-10.2975,0.072564573,0.9274354272959184,0,,./finetune_mappingafrica_256/mappingafrica-256/images/ZM0296589_2021-08.tif,./finetune_mappingafrica_256/mappingafrica-256/labels/ZM0296589_904473_2021-08.tif,train
ZM0305284,mappingafrica,v1.3.0,ZM,31.1515,-10.3425,0.2108577806122449,0.7891422193877551,0,,./finetune_mappingafrica_256/mappingafrica-256/images/ZM0305284_2021-08.tif,./finetune_mappingafrica_256/mappingafrica-256/labels/ZM0305284_904475_2021-08.tif,train
ZM0308869,mappingafrica,v1.3.0,ZM,29.3515,-10.3625,0.082987883,0.9170121173469388,0,,./finetune_mappingafrica_256/mappingafrica-256/images/ZM0308869_2021-08.tif,./finetune_mappingafrica_256/mappingafrica-256/labels/ZM0308869_904476_2021-08.tif,train
ZM0317604,mappingafrica,v1.3.0,ZM,33.5265,-10.4025,0.3969029017857143,0.6030970982142857,0,,./finetune_mappingafrica_256/mappingafrica-256/images/ZM0317604_2021-08.tif,./finetune_mappingafrica_256/mappingafrica-256/labels/ZM0317604_904477_2021-08.tif,train
ZM0321592,mappingafrica,v1.3.0,ZM,28.7715,-10.4275,0.099509726,0.9004902742346939,0,,./finetune_mappingafrica_256/mappingafrica-256/images/ZM0321592_2021-08.tif,./finetune_mappingafrica_256/mappingafrica-256/labels/ZM0321592_904478_2021-08.tif,train
ZM0337605,mappingafrica,v1.3.0,ZM,29.0615,-10.5075,0.1807238520408163,0.8192761479591837,0,,./finetune_mappingafrica_256/mappingafrica-256/images/ZM0337605_2021-08.tif,./finetune_mappingafrica_256/mappingafrica-256/labels/ZM0337605_904481_2021-08.tif,train
ZM0354693,mappingafrica,v1.3.0,ZM,29.0865,-10.5925,0.003647162,0.996352838,0,,./finetune_mappingafrica_256/mappingafrica-256/images/ZM0354693_2021-08.tif,./finetune_mappingafrica_256/mappingafrica-256/labels/ZM0354693_904482_2021-08.tif,train
ZM0358638,mappingafrica,v1.3.0,ZM,28.6865,-10.6125,0.1945153061224489,0.8054846938775511,0,,./finetune_mappingafrica_256/mappingafrica-256/images/ZM0358638_2021-08.tif,./finetune_mappingafrica_256/mappingafrica-256/labels/ZM0358638_904483_2021-08.tif,train
ZM0363820,mappingafrica,v1.3.0,ZM,29.6165,-10.6375,0.2158402423469387,0.7841597576530613,0,,./finetune_mappingafrica_256/mappingafrica-256/images/ZM0363820_2021-08.tif,./finetune_mappingafrica_256/mappingafrica-256/labels/ZM0363820_904484_2021-08.tif,train
ZM0386522,mappingafrica,v1.3.0,ZM,29.6815,-10.7525,0.2618582589285714,0.7381417410714286,0,,./finetune_mappingafrica_256/mappingafrica-256/images/ZM0386522_2021-08.tif,./finetune_mappingafrica_256/mappingafrica-256/labels/ZM0386522_904487_2021-08.tif,train
ZM0399274,mappingafrica,v1.3.0,ZM,29.4115,-10.8175,0.002690529,0.9973094706632654,0,,./finetune_mappingafrica_256/mappingafrica-256/images/ZM0399274_2021-08.tif,./finetune_mappingafrica_256/mappingafrica-256/labels/ZM0399274_904489_2021-08.tif,train
ZM0411747,mappingafrica,v1.3.0,ZM,29.4715,-10.8825,0.079520089,0.9204799107142858,0,,./finetune_mappingafrica_256/mappingafrica-256/images/ZM0411747_2021-08.tif,./finetune_mappingafrica_256/mappingafrica-256/labels/ZM0411747_904491_2021-08.tif,train
